"Komentar","Kategori","",""
"Wah hemat juga ya biaya road trip pake Debe Trans. Aku baru tau ada bis ini, belum pernah cobain road trip Jakarta Bali. Yg bikin penasaran, lewatin Baluran juga. Menarik juga","Positif","",""
"Traveloka ga salah ngegaet kak Senaa🙌👏👏👏🤩","Positif","",""
"Ini dimana sih","Netral","",""
"min kok gabisa pake kode promo","Negatif","",""
"Mantap minn, makin simple ajaa 🔥😍","Positif","",""
"Emang Jogja ngangenin mulai dari kuliner, seni budaya dan tempat wisatanya mengena di ❤️","Positif","",""
"Kecewa pakai Traveloka tidak sesuai ekspektasi 😢","Negatif","",""
"Hi kak.. ini kenapa pembayaran saya gagal terus yaa ?","Negatif","",""
"Kerenn guys","Positif","",""
"Masuk list semua kalau ke Jogja","Netral","",""
"Min Traveloka ap ad gangguan, knp ngk bsa bli tiket hari ini","Negatif","",""
"Appnya error kah? Akses d app dan d web sama2 error","Negatif","",""
"NI MEMANG TRAVELOKA SUSAH REFUND DANA SAYA YAH? PIHAK HOTEL UDAH BATALKAN TAPI UANG BELUM KEMBALI","Negatif","",""
"Mengecewakan 😢","Negatif","",""
"Mauuu banget ke sini seru seruan bareng anakku 😍","Positif","",""
"Cantik bgt bgt 🤯","Positif","",""
"Unik banget nich hotelnya 😍","Positif","",""
"My Dream ❤️🙏😇","Positif","",""
"Enaknya jadi orang Malang, hawanya dingin sejuk gt, pas banget buat liburan","Positif","",""
"Min gimana nih kok verifikasi tiket gada, udah download airchina app tetep gada gimana si","Negatif","",""
"Top mantab is the best promonya😍","Positif","",""
"halo traveloka, knp ya harga display dengan harga payment berbeda?! kok gak sesuai ya saya merasa di rugikan sekali setelah melalukan double cross check after payment haduh","Negatif","",""
"Promo lu banyak, tapi syaratnya belibet macam omongan perempuan..","Negatif","",""
"pelaporan saya mana. uda nunggu 3 hari gak ada jawabannya. SLA berapa lama sih","Negatif","",""
"Mw booking hotel kaga bisa2 dari smlm..kok sering banger error ya web nya..harus upgrade sistem besar2an nih traveloka😢","Negatif","",""
"Kalau banyak promo gini kan maunya liburan terus","Positif","",""
"Terimakasih tips nya Traveloka","Positif","",""
"Traveloka sudah tutup ya? Saya email ga pernah direspon hampir 1 minggu, email dah berulang sampai 5x!!!!!","Negatif","",""
"Rame ya tempat disana.. jd kepingin 🤩","Positif","",""
"Makasih rekomendasi nya min","Positif","",""
"soon✈️💖","Positif","",""
"Cakep euy titanium 🔥","Positif","",""
"HIDUP ITU BERWARNA makanya Yamaha ciptain motor Fazzio Filano biar warna warni dijalan😁🤩🤩🤩","Positif","",""
"Merah menyala 🔥🔥🔥","Positif","",""
"Halo Yamaha, saya indent NMAX turbo saat PRJ, sudah 4 bulan gak dikirim, ini motor Real apa ghoib yah min? 😂","Negatif","",""
"Apakah harga cash nya berlaku di seluruh Indonesia ya? Outlet resmi di palembang di daerah mana ya?","Netral","",""
"Jadi makin bingung milih yang mana.","Negatif","",""
"Ga ada vbelt trip, sama oil trip","Negatif","",""
"Warna ini pake velg bronzee beuuhh👏👏","Positif","",""
"Ga ad fitur off/on lampu min? 😅","Negatif","",""
"Bukan hanya canggih tapi keren maksimal ❤️❤️","Positif","",""
"Kak jelek bgt warna doffnya :( bagusan glossy","Negatif","",""
"emang kuat sih ini motor, nanjak kuat, bensin irit, cuma suspensinya aja harus diempukin lagi😄","Positif","",""
"true broo 🔥🔥🔥","Positif","",""
"boros 😢","Negatif","",""
"Aih, kece banget ini 🤩","Positif","",""
"saya kasih tau jangan beli motor ini ,keluhan nya motor ngebul punya saya ahurnya turun mesin ,ganti semua seher","Negatif","",""
"Mantap jiwa 👏","Positif","",""
"Desain belakang nya jelek dah kyk perindapan","Negatif","",""
"Tapi sayank... Knp mesti indent barangnya 😢😢😢 padahal banyak yg cari","Negatif","",""
"Kudu sabar mijit throtlenya .. tenaga bawahnya galak🔥","Positif","",""
"Jadi pengen matic ,kalau naik matic berasa jadi lebih romantis","Positif","",""
"Keren bertenaga 👏 gassspolll trus 🔥","Positif","",""
"Kemahalan min","Negatif","",""
"Bedanya apa ya","Netral","",""
"Tangki bensinnya kurang gede","Negatif","",""
"Sayang bgt bagasi nya kecil","Negatif","",""
"ada yang baru nichhhh😍😍😍","Positif","",""
"Udah ada blm di dealer ya 🤔","Netral","",""
"r15m new color nya min kapan rilis? udah indent 4bulan blom ada kabar😢","Negatif","",""
"Mau beli tapi duitnya belum cukup mudah mudahan kebeli beberapa bulan lagi ya aamiin","Positif","",""
"Bagus desain nya,kalo lebih ramping lebih cakep tuh🔥","Positif","",""
"Kecewa, beli Nmax turbo sudah 4 bulan gak dikirim. Padahal sudah lunas !","Negatif","",""
"ready kah?","Netral","",""
"Neo Max","Netral","",""
"Pengen ikutan","Positif","",""
"Kecewa GK prnah post MX KING","Negatif","",""
"Harga brapa Ka?","Netral","",""
"mantul gan","Positif","",""
"Cakepp bngt❤️","Positif","",""
"Mewah banget nih warna si Fazio, jadi jatuh cinta","Positif","",""
"Kenapa beli motor cas sulit +kena biaya tambahan","Negatif","",""
"Satu kurangnya.. DESIGNYA aneh","Negatif","",""
"Boleh minta satu dk kk","Netral","",""
"Boleh ikut dong","Netral","",""
"Nmax 2024 kapan loucing 😢","Negatif","",""
"Nmax model 2018 di diler masih ada ga mas/ mba?? Infonya","Netral","",""
"Motor rusak dijual, tidak terima komplain, malah suruh service. Dasar andah, coba buka dulu email, 1 bulan baru dibalas ujung2nya disuruh service","Negatif","",""
"hadeh hari ini mo beli cash motor aerox di susahin sama sales, dibilang kalo cash indent 3 bulan, kalo kredit langsung dateng🤪, sama ada biaya lagi nambah 2jt buat langsung dateng😂","Negatif","",""
"Tolong ya DM nya dibaca dan di respon!!!!!","Negatif","",""
"Ga ada warna green?","Negatif","",""
"Cek DM yaa kak","Netral","",""
"Nah ini cocok buat saya. Kirim lah","Positif","",""
"Cara po nya gmn ya","Netral","",""
"Mauuu, jd pesennya di blibli ya?","Positif","",""
"Banyaak😂","Netral","",""
"Boneka Barbie","Netral","",""
"Bermacam Beragam Bermerk Bermanfaat...(+ Bergaya).👍😁","Positif","",""
"😍😍😍😍😍","Positif","",""
"blibli kok appsnya gabisa dibuka, kenapa ya","Negatif","",""
"Itu jumlah terbatas atau ngga kak?","Netral","",""
"Bli bli nya GK bisa dibuka kak. Knpa yah? Pdhl mau cek brg 10.10","Negatif","",""
"Duit ga ada","Netral","",""
"Menunggu PO 🤭","Netral","",""
"Pertama kali belanja diblibli, paket gak sampe sampe pesenan terkirim padahal gua gak nerima barangnya wkwk kecewa bangat woi blibli udah gua bayar padahal !","Negatif","",""
"Mau semuanya bisa 😍😍😍","Positif","",""
"beras minn, btw loker ada loker🗿","Netral","",""
"Min ko eror ya bag saya","Negatif","",""
"Lama banget pesenan ga sampe2 malh suruh konfirmasi padahal paket blom sampe, 3 hari paket dari jakarta masih aja di jakarta terus. Kapan nyampenya, mana barang mahal. Kapan sampenya pesen di market place lain aja udah sampe pesen di hari yg sama ini ga sampe 3 hari masih di jakarta aja anehhhh ihh","Negatif","",""
"Nanti promonya Berlaku pembelaian online saja min ?","Netral","",""
"kapan min? ayo dong😩😩","Netral","",""
"Mohon maximum qris paylaternya ditambahin dong ka","Negatif","",""
"Wah murah banget nih","Positif","",""
"Promo pembayarab tagihan pakai bca blibli diperpanjang donk, bela2in pengajuan KK BCA blibli supaya bayar tagihan bisa cb ehh habis promonya padahal katanya sepanjang tahun","Negatif","",""
"ka cara chat dengan cs lazada bagaimana ya. ini saya di apk chatnya ko sama both terus ga seperti apk oren bisa langsung chat dengan cs","Negatif","",""
"Ngapain di sana?","Netral","",""
"Susah banget chat cs manusia di apk lazada yang jawab robot","Negatif","",""
"akun x nya udah ga aktif kah?","Netral","",""
"Ada loker g min","Netral","",""
"Wihh bakal seru nih 😍","Positif","",""
"paket stuck 2 hari di gudang semarang min","Negatif","",""
"Kerenzzz 🙌🙌🙌🙌","Positif","",""
"Minnn pengembalian dana ke rekening saya gak ada terus min ini udah 3 hari tapi gak ada saldo dana masuk tolong minnnnn jumlah nominal nya bisa bikin saya makan seminggu😭😭😭","Negatif","",""
"Vc g bisa dipake mulu aneh","Negatif","",""
" paket saya mulai tanggal 10 gak datang"" . udah lapor cs gak ada kemajuan . gimana ini min ????????","Negatif","",""
"Semoga bisa meluas ya min","Positif","",""
"bohonggggg lazada ongkirnya bayar","Negatif","",""
"Autoo checkoutt ga sih","Netral","",""
"Yang penting 1.skincare dan ke 2.Parfume bagi ku 🫰🏻❤️‍🔥","Netral","",""
"Liptint dan skincare, jarang pake parfum soalnya udah pake pewangi pakaian 😂","Negatif","",""
"Aplikasi lazada kenapa tidak bisa terhubung CS lazada","Negatif","",""
"min, butuh tenaga kerja tambahan kah?","Netral","",""
"Hihi tau aja","Netral","",""
"Update mulu tapi gak ada yang berubah!","Negatif","",""
"Min mau tanya, knp skrg lazada ngk ada promo gratis ongkir 😢😢😢","Negatif","",""
"ini lazada ga akan ada gratis ongkir lagikah? otw uninstall","Negatif","",""
"Apakah apk seller nya masih eror kah?","Negatif","",""
"Nabung","Netral","",""
"Msih eror min bnerin dl sistemnya 🤪","Negatif","",""
"Kalo bikin game yg bener napa cok, udh wasting time hadiah malah abisss","Negatif","",""
"Lengah dikit sistem eror terus","Negatif","",""
"Min cek dm dong, chat cs yang bls robot ga menemukan solusinya","Netral","",""
"cakep banget","Positif","",""
"Seller center kenapa error min","Negatif","",""
"Min sy beli minyak ikan di lazada ternyata bnyk yg palsu!! Dan dana saya tidak dikembalikan!! Sompret! 🔥","Positif","",""
"Untung ada Lazada 9.9 aku jd bisa minta beliin tablet🙏🏻 biar abis duit babuku☺️🫶","Netral","",""
"CEK DM MIN !!!","Negatif","",""
"Kak akun ku udh seminggu lebih tdk gratis ongkir itu gimana yah biasanya ada ini tiba2 ilang ga ada","Negatif","",""
"barangnya ketinggalan mba😭","Netral","",""
"MINN DANA SAYA KO GA DI REFUND2. 😭","Negatif","",""
"sudah sebulan gk dapar free ongkir","Negatif","",""
"Min, akunku kok gak ada gratis ongkirnya?","Negatif","",""
"hai kk.... gmna cara ngatasi akun yg g di kasih grtis ongkir sama sekali","Negatif","",""
"udah jarang mas orang kaya kamu😔😔","Netral","",""
"yyy","Netral","",""
"Sa ae dut","Netral","",""
"Oppa","Netral","",""
"Wihh bakal seru nih 😍","Positif","",""
"Lazada memang Muantebbbb😍","Positif","",""
"❤️😍","Positif","",""
"Aku milenial yang di paksa gen z","Netral","",""
"Masa iye aku 82 Boomeers. soalnya tipe yang ga banyak caption wajib pakr lagu hehehe","Netral","",""
"Laz Mall di lazada brand brand yang TOP semua 👍🏻","Positif","",""
"Gojek selalu di hati❤️","Positif","",""
"Terimakasih gojek selalu ad promo menarik ❤️","Positif","",""
"Kak mau nanya kapan buka lg godriver daerah jabodetabek","Netral","",""
"Dear Gojek, tolong adakan lagi layanan Go Clean.","Negatif","",""
"Seru banget 😍💚","Positif","",""
"Hadeeeh.. sing genah ae iki server e down ta?","Negatif","",""
"Server down?","Negatif","",""
"Kok saya isi saldo belum masuk2 ya mana banyak lagi","Negatif","",""
"masih satu perusahaan kah dengan gopaylater?","Netral","",""
"GOWEEKEND","Netral","",""
"baru mau mesen gofood, tbtb down, mana udh laper bgt🥲","Negatif","",""
"Jawabannya: B. Pake Gocar, ada promo 16rb buat balikan sama Gojek","Netral","",""
"Kita komplain untuk di bantu bukan di diemin.","Negatif","",""
"ini kenapa gojek gabisa chat dan telfon ya error","Negatif","",""
"drivernya ditegur lawan arah malah mukul mobil😂","Negatif","",""
"gmna sih gojek.. di chat gk bisa di telfon gk bisa","Negatif","",""
"Promonya selalu bikin puas🔥","Positif","",""
"Murah bgt promonya 😍","Positif","",""
"Gojek knp lagi sih? Ga bisa chat driver ga ada tracking nya","Negatif","",""
"Gojek PLUS B. 14.000,-","Netral","",""
"Kapan buka pendaftaran mitra gojek min?","Netral","",""
"Min dibantu dompet saya ketinggalan di mobil","Negatif","",""
"Min kalau salah top up gopay apakah bs di balikin","Negatif","",""
"Mak, bapak belum pulang? - Aku","Netral","",""
"promo gofood 79 persen itu syaratnya apa min??","Netral","",""
"Pendaftaran driver masih dibuka min?","Netral","",""
"Mantap nih promonya banyak racun yg gak boleh lepas 🔥🔥🔥","Positif","",""
"Pengumuman kapan","Netral","",""
"keren banget copywriting story nyaaa 👏👏👏👏","Positif","",""
"Terbaik selalu memberi pelayanan terbaik😍","Positif","",""
"halo min, tolong cek DM ya🙌","Netral","",""
"Kelas Banget 👍","Positif","",""
"Capek banget sering nunggu lama tp dicancel 😡😡","Negatif","",""
"Pendaftaran untuk jabodetabek kok tidak bisa terus ya padahal udh coba dari bulan kemarin?","Negatif","",""
"Min gimna caranya menonaktifkan gopaylatter","Netral","",""
"gojek the best sih👏😍","Positif","",""
"ademmm woyyy suara nya gusti bhree😍🤩","Positif","",""
"min ini kalo aku salah trf ke akun lama tp ktp nya udah kepake buat di akun baru gmn yaa?","Netral","",""
"Belum bisa daftar jadi driver ya?","Netral","",""
"Pernah gag sih kalian pakai aplikasi ini tp iklan di hp kalian tiap 3 menit sekalii...??? Mengganggu sekali 😢","Negatif","",""
"Saya DM masalah driver. Tapi ngg ditanggapi sudah 2 hari. Pelayanan jawaban template kalau sedang di proses dll pdhal ngg ada perbaikan","Negatif","",""
"Kenapa ya driver2 suka ngediemin orderan. Kalau nggak mau ambil orderan kok nggak dicancel aja sih, jadi pelanggan nggak bingung","Negatif","",""
"Min ko gabisa beli tiket krl ?","Negatif","",""
"Akhir bulan hemat jadi prioritas😂👏","Positif","",""
"Kalo mau cek rating costumer gimana caranya ya min ? Saya mau ngecek rating saya hehe","Netral","",""
"mantappp😍","Positif","",""
"ooh komen aja ga dibales, apalagi dm. segitu ga pedulinya kah?","Negatif","",""
"Wow cocok bgt nih 👏👏","Positif","",""
"Mau pesen gofood lagi takut g dpet driver. Ksian sellernya.","Negatif","",""
"Kalo mau cek rating costumer gimana caranya ya min ? Saya mau ngecek rating saya hehe","Netral","",""
"Makin Praktis ya ga repot lagi dengan pake fitur barunya😍😍","Positif","",""
"Alhamdulillah, makasih Bukalapak, akhirnya nm sy ada 🙏🙏🙏","Positif","",""
"MET pagi kak","Netral","",""
"kalo gini malah untung bgt beli kelas di bukalapak😅","Positif","",""
"Udah tiga hari ko belum cair komisi dari Bukalapak, ada yang sama ga","Negatif","",""
"Mantap. Nambah ilmu, nambah cuan","Positif","",""
"bener banget, nyesel kemaren masih nunda nunda nabung emas soalnya harinya makin wow😮","Negatif","",""
"yang tahap Mei-Juni malah ke-skip nih?","Negatif","",""
"Kok g ada nama saya","Negatif","",""
"aaaaa ada namaku😍😍","Positif","",""
"aku udah dari lama invest emas di bukalapak👍","Positif","",""
"ada event apa nihhhh, meriah min😍","Positif","",""
"Udah ikuti intruksinya ka, apa ini di undi?","Netral","",""
"Always ready dong min, udh ditunggu² malah❤️","Positif","",""
"Banyakin promo di barang skinker min, kebetulan dah pada abis nih hihi","Positif","",""
"sampe kapan nih min?","Netral","",""
"Ready banget si ini buat nyambut even baru nya😁😁","Positif","",""
"Ikut pelatihan di bukalapak emang bermanfaat bgt","Positif","",""
"Gmna cara klaim nya min","Netral","",""
"yuhuuuuuuu event dari Bukalapak 🔥🔥","Positif","",""
"ga sabar buat pantengin Ig Bukalapak","Positif","",""
"Udah ikutan, unggah lewat tiktok. Semoga beruntung👏","Positif","",""
"absen bukalapak","Positif","",""
"apanihh jadi penasarann","Negatif","",""
"waah menarik sih buat ikutan😍","Positif","",""
"min mau juga dong😭🙏","Positif","",""
"Bukalapak emng yg paling terbaik dah","Positif","",""
"bukalapak emg multifungsi bgt, semua lengkapp","Positif","",""
"diskonnya lumayan bgttt","Positif","",""
"siap","Netral","",""
"Parfum dengan aroma pancake? Sounds delicious! Pasti unik banget","Positif","",""
"Widih penasaran sama wanginya gimana ya","Netral","",""
"Min kok saya gak bisa hubungin akun dana ke saldo mitra bukalapak ya? Emang lagi error min?","Negatif","",""
"Ada promo auto mudik","Positif","",""
"Ya Allah... Alhamdulillah😍🔥","Positif","",""
"min, saya ikutan serbu seru, tp blm refund nih 250rb","Netral","",""
"Gak sabar nungguin min","Netral","",""
"Syaratnya apa min?","Netral","",""
"🥳🥳🥳🥳","Positif","",""
"Belanja semaunya","Positif","",""
"Min info ganti email yg blm terverifikasi","Netral","",""
"Ini serius bukalapak gak punya customer service? Mau komplain bingung mau komplain kemana","Negatif","",""
"Kenapa akun sya dinoaktifkan sepihak min","Negatif","",""
"bukak lapang sering maling dana","Negatif","",""
"Kpn kak, pengumumannya?????... Apa nunggu gelombang 72 dibuka,ru dikasih tau pengumumannya","Netral","",""
"refund saya belum dikembalikan gimana?","Negatif","",""
"Aneh bgt gak ada cs nya mau komplen bingung kmna. Dm gak d bls bls aplikasi appan inii","Negatif","",""
"live nya di Bukalapak atau prakerja","Netral","",""
"BERIKAN KEJELASAN PEMBAYARAN LP SUDAH SEMUA ATAU BARU SEBAGIAN ! ! ! !","Negatif","",""
"Saya mau ikut lagi bisa?.","Netral","",""
"Min, ga ada nomer CS kah?","Netral","",""
"saya udh PO. Upgrade dari merk sebelah. Semoga cepat sampe☺","Positif","",""
"Min,.. camera depan nya kok 10Mp kenapa nggak 24Mp","Negatif","",""
"Impian bgt moga2 thn dpn up ke series S haha","Positif","",""
"Fitur AI nya canggih banget ya👏😍","Positif","",""
"Harga samaung A55 spil harga+ram nya","Netral","",""
"Baru aja kemarin beli S9😢","Negatif","",""
"Cakep bgt designnya 😍","Positif","",""
"Tahun 2026 pertengahan masihh worth it ngga beli S24 FE?? Mauu banget tapi kudu nabung 😢","Positif","",""
"🔥🔥🔥 SAMSUNG İS THE BEST","Positif","",""
"Min, besok masih ada acara? Guest starnya siapaaa?","Netral","",""
"ini exynos lg ya kak?","Netral","",""
"min kalau pembelian bukan pre order apakah harganya naik?","Netral","",""
"Saya user m52 , aman sentosa ud 3th","Positif","",""
"Mana yg lebih bgus A55 sma yg ini tolong rekomendasinya dong samsung 😆😅😘","Netral","",""
"Bisa kah tukar tqmbah dari A55 ke s24FE?","Netral","",""
"harga ?","Netral","",""
"Mash rawan greenline ga ?? Pnyaa ku udh garis 10 soalnya gara2 updte software UI","Negatif","",""
"Oh Tuhan,, cantik sekali, bisa gak sih di tukar sm s 21ku 😁😍😂","Positif","",""
"Chipset ap min?","Netral","",""
"Samsung kalau udah 2th kenapa suka GreenLine😢😢","Negatif","",""
